"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"30-34 years"	"30-34"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	359	227330011	0.2	0.1	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	88	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Exposure to other specified factors"	"X58"	18	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Exposure to unspecified factor"	"X59"	150	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Exposure to unspecified factor causing fracture"	"X59.0"	29	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	217	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	199	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	696	227330011	0.3	0.3	0.3	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	368	227330011	0.2	0.1	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	22	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	2197	227330011	1.0	0.9	1.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	26	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	35	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	393	227330011	0.2	0.2	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	58	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	4051	227330011	1.8	1.7	1.8	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by drowning and submersion"	"X71"	223	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by handgun discharge"	"X72"	1134	227330011	0.5	0.5	0.5	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	316	227330011	0.1	0.1	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	2863	227330011	1.3	1.2	1.3	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by smoke, fire and flames"	"X76"	86	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by sharp object"	"X78"	151	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by jumping from a high place"	"X80"	393	227330011	0.2	0.2	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by jumping or lying before moving object"	"X81"	216	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by crashing of motor vehicle"	"X82"	70	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by other specified means"	"X83"	44	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Intentional self-harm by unspecified means"	"X84"	49	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by drugs, medicaments and biological substances"	"X85"	46	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by hanging, strangulation and suffocation"	"X91"	822	227330011	0.4	0.3	0.4	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by drowning and submersion"	"X92"	23	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by handgun discharge"	"X93"	448	227330011	0.2	0.2	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	315	227330011	0.1	0.1	0.2	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by other and unspecified firearm discharge"	"X95"	4052	227330011	1.8	1.7	1.8	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by smoke, fire and flames"	"X97"	83	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by sharp object"	"X99"	1224	227330011	0.5	0.5	0.6	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by blunt object"	"Y00"	55	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by crashing of motor vehicle"	"Y03"	36	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by bodily force"	"Y04"	21	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by other specified means"	"Y08"	170	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Assault by unspecified means"	"Y09"	883	227330011	0.4	0.4	0.4	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	"Y10"	52	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	198	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	1062	227330011	0.5	0.4	0.5	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	1354	227330011	0.6	0.6	0.6	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	33	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	47	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	44	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Drowning and submersion, undetermined intent"	"Y21"	107	227330011	0.0	0.0	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Handgun discharge, undetermined intent"	"Y22"	16	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	93	227330011	0.0	0.0	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	69	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	38	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Falling, lying or running before or into moving object, undetermined intent"	"Y31"	16	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Other specified events, undetermined intent"	"Y33"	55	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Unspecified event, undetermined intent"	"Y34"	176	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Legal intervention involving firearm discharge"	"Y35.0"	45	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Drug or medicament, unspecified"	"Y57.9"	63	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"During surgical operation"	"Y60.0"	14	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Surgical operation with transplant of whole organ"	"Y83.0"	28	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Surgical operation with implant of artificial internal device"	"Y83.1"	10	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	30	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Surgical operation with formation of external stoma"	"Y83.3"	18	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Other reconstructive surgery"	"Y83.4"	11	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Removal of other organ (partial) (total)"	"Y83.6"	28	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Other surgical procedures"	"Y83.8"	33	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Surgical procedure, unspecified"	"Y83.9"	68	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Other medical procedures"	"Y84.8"	80	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of motor-vehicle accident"	"Y85.0"	252	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of other accidents"	"Y86"	138	227330011	0.1	0.1	0.1	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of intentional self-harm"	"Y87.0"	20	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of assault"	"Y87.1"	66	227330011	0.0	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of events of undetermined intent"	"Y87.2"	11	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"30-34 years"	"30-34"	"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"	"Y88.3"	15	227330011	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Enterocolitis due to Clostridium difficile"	"A04.7"	119	231430232	0.1	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	68	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	35	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	22	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Pulmonary mycobacterial infection"	"A31.0"	16	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Meningococcal meningitis"	"A39.0"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Waterhouse-Friderichsen syndrome"	"A39.1"	16	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Meningococcaemia, unspecified"	"A39.4"	15	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to streptococcus, group A"	"A40.0"	16	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to streptococcus, group D"	"A40.2"	18	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	54	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Streptococcal septicaemia, unspecified"	"A40.9"	36	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	87	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	40	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	88	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Septicaemia, unspecified"	"A41.9"	3053	231430232	1.3	1.3	1.4	0.0	0.0%
	"35-39 years"	"35-39"	"Legionnaires disease"	"A48.1"	19	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Toxic shock syndrome"	"A48.3"	27	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Staphylococcal infection, unspecified"	"A49.0"	62	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Streptococcal infection, unspecified"	"A49.1"	28	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Other bacterial infections of unspecified site"	"A49.8"	23	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Bacterial infection, unspecified"	"A49.9"	62	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	19	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Progressive multifocal leukoencephalopathy"	"A81.2"	15	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Unspecified viral encephalitis"	"A86"	25	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Hepatitis A without hepatic coma"	"B15.9"	14	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	133	231430232	0.1	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Acute hepatitis C"	"B17.1"	255	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Acute viral hepatitis, unspecified"	"B17.9"	15	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Chronic viral hepatitis C"	"B18.2"	395	231430232	0.2	0.2	0.2	0.0	0.0%
	"35-39 years"	"35-39"	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	20	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in mycobacterial infection"	"B20.0"	122	231430232	0.1	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other bacterial infections"	"B20.1"	738	231430232	0.3	0.3	0.3	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in cytomegaloviral disease"	"B20.2"	28	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other viral infections"	"B20.3"	269	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in candidiasis"	"B20.4"	16	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other mycoses"	"B20.5"	155	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	313	231430232	0.1	0.1	0.2	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in multiple infections"	"B20.7"	854	231430232	0.4	0.3	0.4	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	731	231430232	0.3	0.3	0.3	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in unspecified infectious or parasitic disease"	"B20.9"	17	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease with Burkitt lymphoma"	"B21.1"	15	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease with other types of non-Hodgkin lymphoma"	"B21.2"	184	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"	"B21.3"	21	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	91	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	11	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in encephalopathy"	"B22.0"	113	231430232	0.0	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in wasting syndrome"	"B22.2"	132	231430232	0.1	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	484	231430232	0.2	0.2	0.2	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	222	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"HIV disease resulting in other specified conditions"	"B23.8"	1469	231430232	0.6	0.6	0.7	0.0	0.0%
	"35-39 years"	"35-39"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	2085	231430232	0.9	0.9	0.9	0.0	0.0%
	"35-39 years"	"35-39"	"Cytomegaloviral pneumonitis"	"B25.0"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Cytomegaloviral disease, unspecified"	"B25.9"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Viral carditis"	"B33.2"	17	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Retrovirus infections, not elsewhere classified"	"B33.3"	10	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Other viral infections of unspecified site"	"B34.8"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Viral infection, unspecified"	"B34.9"	54	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Candidal septicaemia"	"B37.7"	24	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Candidiasis of other sites"	"B37.8"	11	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Histoplasmosis, unspecified"	"B39.9"	10	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Other pulmonary aspergillosis"	"B44.1"	13	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Aspergillosis, unspecified"	"B44.9"	10	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Cerebral cryptococcosis"	"B45.1"	22	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Unspecified mycosis"	"B49"	60	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Pneumocystosis"	"B59"	85	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Sequelae of viral hepatitis"	"B94.2"	74	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	79	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Other and unspecified infectious diseases"	"B99"	39	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	186	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	38	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Malignant neoplasm of parotid gland"	"C07"	47	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	24	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	22	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	25	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	90	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	33	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	236	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Cardia - Malignant neoplasms"	"C16.0"	30	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	1621	231430232	0.7	0.7	0.7	0.0	0.0%
	"35-39 years"	"35-39"	"Duodenum - Malignant neoplasms"	"C17.0"	42	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	72	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Caecum - Malignant neoplasms"	"C18.0"	24	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Appendix - Malignant neoplasms"	"C18.1"	151	231430232	0.1	0.1	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Ascending colon - Malignant neoplasms"	"C18.2"	15	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	38	231430232	0.0	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	3167	231430232	1.4	1.3	1.4	0.0	0.0%
	"35-39 years"	"35-39"	"Malignant neoplasm of rectosigmoid junction"	"C19"	353	231430232	0.2	0.1	0.2	0.0	0.0%
	"35-39 years"	"35-39"	"Malignant neoplasm of rectum"	"C20"	687	231430232	0.3	0.3	0.3	0.0	0.0%
	"35-39 years"	"35-39"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	102	231430232	0.0	0.0	0.1	0.0	0.0%
	"35-39 years"	"35-39"	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	12	231430232	Unreliable	0.0	0.0	0.0	0.0%
	"35-39 years"	"35-39"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	180	231430232	0.1	0.1	0.1	0.0	0.0%
