"Notes"	"Cause of death"	"Cause of death Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Deaths"	"Population"	"Crude Rate"	"Crude Rate Lower 95% Confidence Interval"	"Crude Rate Upper 95% Confidence Interval"	"Crude Rate Standard Error"	"% of Total Deaths"
	"Other obesity"	"E66.8"	"20-24 years"	"20-24"	511	239951389	0.2	0.2	0.2	0.0	0.0%
	"Other obesity"	"E66.8"	"25-29 years"	"25-29"	1199	234285878	0.5	0.5	0.5	0.0	0.0%
	"Other obesity"	"E66.8"	"30-34 years"	"30-34"	2002	229872405	0.9	0.8	0.9	0.0	0.0%
	"Other obesity"	"E66.8"	"35-39 years"	"35-39"	2835	230611430	1.2	1.2	1.3	0.0	0.0%
	"Other obesity"	"E66.8"	"40-44 years"	"40-44"	3702	232968123	1.6	1.5	1.6	0.0	0.0%
	"Other obesity"	"E66.8"	"45-49 years"	"45-49"	4476	232932105	1.9	1.9	2.0	0.0	0.0%
	"Other obesity"	"E66.8"	"50-54 years"	"50-54"	5133	223575070	2.3	2.2	2.4	0.0	0.0%
	"Other obesity"	"E66.8"	"55-59 years"	"55-59"	5059	201411886	2.5	2.4	2.6	0.0	0.0%
	"Other obesity"	"E66.8"	"60-64 years "	"60-64"	4590	168055475	2.7	2.7	2.8	0.0	0.0%
	"Other obesity"	"E66.8"	"65-69 years"	"65-69"	3367	133793292	2.5	2.4	2.6	0.0	0.0%
	"Other obesity"	"E66.8"	"70-74 years"	"70-74"	2189	102736281	2.1	2.0	2.2	0.0	0.0%
	"Other obesity"	"E66.8"	"75-79 years"	"75-79"	1213	75129413	1.6	1.5	1.7	0.0	0.0%
	"Other obesity"	"E66.8"	"80-84 years"	"80-84"	601	49947616	1.2	1.1	1.3	0.0	0.0%
	"Other obesity"	"E66.8"	"85-89 years"	"85-89"	236	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other obesity"	"E66.8"	"90-94 years"	"90-94"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other obesity"	"E66.8"	"95-99 years"	"95-99"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Obesity, unspecified"	"E66.9"	"10-14 years"	"10-14"	17	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"15-19 years"	"15-19"	58	239483577	0.0	0.0	0.0	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"20-24 years"	"20-24"	205	239951389	0.1	0.1	0.1	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"25-29 years"	"25-29"	469	234285878	0.2	0.2	0.2	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"30-34 years"	"30-34"	746	229872405	0.3	0.3	0.3	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"35-39 years"	"35-39"	1143	230611430	0.5	0.5	0.5	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"40-44 years"	"40-44"	1581	232968123	0.7	0.6	0.7	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"45-49 years"	"45-49"	2293	232932105	1.0	0.9	1.0	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"50-54 years"	"50-54"	2863	223575070	1.3	1.2	1.3	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"55-59 years"	"55-59"	3294	201411886	1.6	1.6	1.7	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"60-64 years "	"60-64"	3137	168055475	1.9	1.8	1.9	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"65-69 years"	"65-69"	2713	133793292	2.0	2.0	2.1	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"70-74 years"	"70-74"	1905	102736281	1.9	1.8	1.9	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"75-79 years"	"75-79"	1356	75129413	1.8	1.7	1.9	0.0	0.0%
	"Obesity, unspecified"	"E66.9"	"80-84 years"	"80-84"	779	49947616	1.6	1.5	1.7	0.1	0.0%
	"Obesity, unspecified"	"E66.9"	"85-89 years"	"85-89"	326	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Obesity, unspecified"	"E66.9"	"90-94 years"	"90-94"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Obesity, unspecified"	"E66.9"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other hyperphenylalaninaemias"	"E70.1"	"70-74 years"	"70-74"	11	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	"< 1 year"	"1"	29	44436653	0.1	0.0	0.1	0.0	0.0%
	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	"1-4 years"	"1-4"	24	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	"5-9 years"	"5-9"	10	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	"10-14 years"	"10-14"	12	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	"15-19 years"	"15-19"	17	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"< 1 year"	"1"	106	44436653	0.2	0.2	0.3	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"1-4 years"	"1-4"	42	178140207	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"5-9 years"	"5-9"	105	226500076	0.0	0.0	0.1	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"10-14 years"	"10-14"	100	234284030	0.0	0.0	0.1	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"15-19 years"	"15-19"	49	239483577	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"20-24 years"	"20-24"	38	239951389	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"25-29 years"	"25-29"	46	234285878	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"30-34 years"	"30-34"	40	229872405	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"35-39 years"	"35-39"	29	230611430	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"40-44 years"	"40-44"	37	232968123	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"45-49 years"	"45-49"	24	232932105	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"50-54 years"	"50-54"	23	223575070	0.0	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"55-59 years"	"55-59"	16	201411886	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of fatty-acid metabolism"	"E71.3"	"65-69 years"	"65-69"	13	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of amino-acid transport"	"E72.0"	"15-19 years"	"15-19"	14	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of amino-acid transport"	"E72.0"	"20-24 years"	"20-24"	20	239951389	0.0	0.0	0.0	0.0	0.0%
	"Disorders of amino-acid transport"	"E72.0"	"25-29 years"	"25-29"	18	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of amino-acid transport"	"E72.0"	"30-34 years"	"30-34"	17	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of amino-acid transport"	"E72.0"	"35-39 years"	"35-39"	12	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"< 1 year"	"1"	175	44436653	0.4	0.3	0.5	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"1-4 years"	"1-4"	13	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"5-9 years"	"5-9"	13	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"10-14 years"	"10-14"	19	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"15-19 years"	"15-19"	10	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"20-24 years"	"20-24"	21	239951389	0.0	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"25-29 years"	"25-29"	14	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"30-34 years"	"30-34"	14	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"35-39 years"	"35-39"	22	230611430	0.0	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"40-44 years"	"40-44"	21	232968123	0.0	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"45-49 years"	"45-49"	47	232932105	0.0	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"50-54 years"	"50-54"	83	223575070	0.0	0.0	0.0	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"55-59 years"	"55-59"	101	201411886	0.1	0.0	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"60-64 years "	"60-64"	87	168055475	0.1	0.0	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"65-69 years"	"65-69"	95	133793292	0.1	0.1	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"70-74 years"	"70-74"	63	102736281	0.1	0.0	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"75-79 years"	"75-79"	58	75129413	0.1	0.1	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"80-84 years"	"80-84"	40	49947616	0.1	0.1	0.1	0.0	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"85-89 years"	"85-89"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Disorders of urea cycle metabolism"	"E72.2"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Disorders of lysine and hydroxylysine metabolism"	"E72.3"	"< 1 year"	"1"	10	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Disorders of ornithine metabolism"	"E72.4"	"< 1 year"	"1"	40	44436653	0.1	0.1	0.1	0.0	0.0%
	"Disorders of glycine metabolism"	"E72.5"	"< 1 year"	"1"	53	44436653	0.1	0.1	0.2	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"< 1 year"	"1"	74	44436653	0.2	0.1	0.2	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"1-4 years"	"1-4"	49	178140207	0.0	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"5-9 years"	"5-9"	12	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"10-14 years"	"10-14"	10	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"15-19 years"	"15-19"	11	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"20-24 years"	"20-24"	10	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"25-29 years"	"25-29"	13	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"50-54 years"	"50-54"	12	223575070	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"55-59 years"	"55-59"	10	201411886	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"60-64 years "	"60-64"	14	168055475	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"65-69 years"	"65-69"	23	133793292	0.0	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"70-74 years"	"70-74"	12	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Glycogen storage disease"	"E74.0"	"75-79 years"	"75-79"	11	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"55-59 years"	"55-59"	12	201411886	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"60-64 years "	"60-64"	25	168055475	0.0	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"65-69 years"	"65-69"	22	133793292	0.0	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"70-74 years"	"70-74"	17	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"75-79 years"	"75-79"	13	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"80-84 years"	"80-84"	12	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Disorders of pyruvate metabolism and gluconeogenesis"	"E74.4"	"< 1 year"	"1"	30	44436653	0.1	0.0	0.1	0.0	0.0%
	"Disorders of pyruvate metabolism and gluconeogenesis"	"E74.4"	"1-4 years"	"1-4"	21	178140207	0.0	0.0	0.0	0.0	0.0%
	"GM2 gangliosidosis"	"E75.0"	"1-4 years"	"1-4"	161	178140207	0.1	0.1	0.1	0.0	0.0%
	"GM2 gangliosidosis"	"E75.0"	"5-9 years"	"5-9"	34	226500076	0.0	0.0	0.0	0.0	0.0%
	"Other gangliosidosis"	"E75.1"	"1-4 years"	"1-4"	57	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"< 1 year"	"1"	106	44436653	0.2	0.2	0.3	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"1-4 years"	"1-4"	288	178140207	0.2	0.1	0.2	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"5-9 years"	"5-9"	174	226500076	0.1	0.1	0.1	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"10-14 years"	"10-14"	149	234284030	0.1	0.1	0.1	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"15-19 years"	"15-19"	101	239483577	0.0	0.0	0.1	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"20-24 years"	"20-24"	75	239951389	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"25-29 years"	"25-29"	44	234285878	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"30-34 years"	"30-34"	44	229872405	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"35-39 years"	"35-39"	56	230611430	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"40-44 years"	"40-44"	60	232968123	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"45-49 years"	"45-49"	63	232932105	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"50-54 years"	"50-54"	76	223575070	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"55-59 years"	"55-59"	84	201411886	0.0	0.0	0.1	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"60-64 years "	"60-64"	49	168055475	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"65-69 years"	"65-69"	28	133793292	0.0	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"70-74 years"	"70-74"	15	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"75-79 years"	"75-79"	11	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other sphingolipidosis"	"E75.2"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"1-4 years"	"1-4"	22	178140207	0.0	0.0	0.0	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"5-9 years"	"5-9"	94	226500076	0.0	0.0	0.1	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"10-14 years"	"10-14"	70	234284030	0.0	0.0	0.0	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"15-19 years"	"15-19"	52	239483577	0.0	0.0	0.0	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"20-24 years"	"20-24"	44	239951389	0.0	0.0	0.0	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"25-29 years"	"25-29"	35	234285878	0.0	0.0	0.0	0.0	0.0%
	"Neuronal ceroid lipofuscinosis"	"E75.4"	"30-34 years"	"30-34"	14	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type I"	"E76.0"	"1-4 years"	"1-4"	32	178140207	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type I"	"E76.0"	"5-9 years"	"5-9"	19	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type I"	"E76.0"	"10-14 years"	"10-14"	13	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type I"	"E76.0"	"15-19 years"	"15-19"	11	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"1-4 years"	"1-4"	10	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"5-9 years"	"5-9"	23	226500076	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"10-14 years"	"10-14"	101	234284030	0.0	0.0	0.1	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"15-19 years"	"15-19"	78	239483577	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"20-24 years"	"20-24"	37	239951389	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"25-29 years"	"25-29"	18	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"30-34 years"	"30-34"	16	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, type II"	"E76.1"	"35-39 years"	"35-39"	11	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"5-9 years"	"5-9"	13	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"10-14 years"	"10-14"	61	234284030	0.0	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"15-19 years"	"15-19"	60	239483577	0.0	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"20-24 years"	"20-24"	34	239951389	0.0	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"25-29 years"	"25-29"	21	234285878	0.0	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"30-34 years"	"30-34"	14	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Other mucopolysaccharidoses"	"E76.2"	"35-39 years"	"35-39"	10	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, unspecified"	"E76.3"	"5-9 years"	"5-9"	14	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, unspecified"	"E76.3"	"10-14 years"	"10-14"	26	234284030	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, unspecified"	"E76.3"	"15-19 years"	"15-19"	31	239483577	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, unspecified"	"E76.3"	"20-24 years"	"20-24"	21	239951389	0.0	0.0	0.0	0.0	0.0%
	"Mucopolysaccharidosis, unspecified"	"E76.3"	"25-29 years"	"25-29"	15	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	"< 1 year"	"1"	13	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	"1-4 years"	"1-4"	19	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"< 1 year"	"1"	14	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"65-69 years"	"65-69"	11	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"70-74 years"	"70-74"	15	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"75-79 years"	"75-79"	17	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"80-84 years"	"80-84"	22	49947616	0.0	0.0	0.1	0.0	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"85-89 years"	"85-89"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other disorders of glycoprotein metabolism"	"E77.8"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"25-29 years"	"25-29"	10	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"30-34 years"	"30-34"	22	229872405	0.0	0.0	0.0	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"35-39 years"	"35-39"	81	230611430	0.0	0.0	0.0	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"40-44 years"	"40-44"	237	232968123	0.1	0.1	0.1	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"45-49 years"	"45-49"	535	232932105	0.2	0.2	0.2	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"50-54 years"	"50-54"	1167	223575070	0.5	0.5	0.6	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"55-59 years"	"55-59"	1842	201411886	0.9	0.9	1.0	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"60-64 years "	"60-64"	2338	168055475	1.4	1.3	1.4	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"65-69 years"	"65-69"	2630	133793292	2.0	1.9	2.0	0.0	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"70-74 years"	"70-74"	2746	102736281	2.7	2.6	2.8	0.1	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"75-79 years"	"75-79"	2851	75129413	3.8	3.7	3.9	0.1	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"80-84 years"	"80-84"	2796	49947616	5.6	5.4	5.8	0.1	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"85-89 years"	"85-89"	2260	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"90-94 years"	"90-94"	1253	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"95-99 years"	"95-99"	349	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Pure hypercholesterolaemia"	"E78.0"	"100+ years"	"100+"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"20-24 years"	"20-24"	23	239951389	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"25-29 years"	"25-29"	47	234285878	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"30-34 years"	"30-34"	55	229872405	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"35-39 years"	"35-39"	71	230611430	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"40-44 years"	"40-44"	86	232968123	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"45-49 years"	"45-49"	84	232932105	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"50-54 years"	"50-54"	77	223575070	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"55-59 years"	"55-59"	84	201411886	0.0	0.0	0.1	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"60-64 years "	"60-64"	63	168055475	0.0	0.0	0.0	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"65-69 years"	"65-69"	60	133793292	0.0	0.0	0.1	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"70-74 years"	"70-74"	38	102736281	0.0	0.0	0.1	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"75-79 years"	"75-79"	26	75129413	0.0	0.0	0.1	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"80-84 years"	"80-84"	30	49947616	0.1	0.0	0.1	0.0	0.0%
	"Pure hyperglyceridaemia"	"E78.1"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"40-44 years"	"40-44"	11	232968123	Unreliable	0.0	0.0	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"45-49 years"	"45-49"	26	232932105	0.0	0.0	0.0	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"50-54 years"	"50-54"	50	223575070	0.0	0.0	0.0	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"55-59 years"	"55-59"	93	201411886	0.0	0.0	0.1	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"60-64 years "	"60-64"	103	168055475	0.1	0.0	0.1	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"65-69 years"	"65-69"	118	133793292	0.1	0.1	0.1	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"70-74 years"	"70-74"	126	102736281	0.1	0.1	0.1	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"75-79 years"	"75-79"	132	75129413	0.2	0.1	0.2	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"80-84 years"	"80-84"	126	49947616	0.3	0.2	0.3	0.0	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"85-89 years"	"85-89"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"90-94 years"	"90-94"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Mixed hyperlipidaemia"	"E78.2"	"95-99 years"	"95-99"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
